plate,drugs,drug_avg,drug_sd,ctrl_count,ctrl_avg,ctrl_sd,ttest_pval,wilcox_pval,ttest_color,wilcox_color,drug_to_ctlr,d_t_c_SD
1,Hydroxyurea,406564.3333333333,22016.12014714067,4,400899,13491.400100310815,0.7191743872815016,0.4,gray,gray,1.0141315726238611,0.06465766071160836
1,Tazemetostat,313809.3333333333,19872.751453518795,2,357993.5,32585.60179741967,0.266649009054347,0.2,gray,gray,0.8765782991404406,0.09719958732933925
1,Pemetrexed,316342.6666666667,16935.16708902907,2,379999,63706.07834422081,0.3841391328083635,0.2,gray,gray,0.83248289249884,0.14650699186813707
1,Raloxifene (hydrochloride),434493.6666666667,6648.484814853181,2,430325,7465.633395767569,0.5870035673967904,0.7999999999999998,gray,gray,1.0096872518832665,0.02335682452868795
1,Mifepristone,398091.6666666667,8491.486108646315,2,422990,17838.88987577422,0.26897528424298256,0.2,gray,gray,0.941137300330189,0.04447884703534592
1,Fulvestrant,407192,20787.595988954567,2,423245,18199.51433417936,0.4398504020079301,0.4,gray,gray,0.9620716133681437,0.06421573788678907
1,Enzalutamide,429441.3333333333,17839.037147036084,2,437553,2035.0533162548838,0.5143932792491593,0.8,gray,gray,0.9814612934509267,0.04102475127265208
1,Rucaparib,413892.6666666667,16471.197720060714,2,435107,5494.219689819474,0.14554392627682944,0.2,gray,gray,0.9512434106246663,0.03971547215235263
1,5-Fluorouracil,359894.3333333333,23042.433602667348,2,428025,4521.240758906785,0.030557700909776633,0.2,orange,gray,0.8408254969530595,0.05456205339742225
1,Gemcitabine,138935.66666666666,2825.5623039199354,6,395026.1666666667,13545.933078480295,1.440188097344815e-8,0.023809523809523808,orange,orange,0.3517125658764377,0.014022220746558263
1,Erlotinib,403155.3333333333,23416.649255035045,4,372606.75,25290.092254675546,0.16412291819199856,0.4,gray,gray,1.081986124334391,0.09665768199711941
1,Saracatinib,394488,9901.64718620089,4,387747.25,38631.55890697829,0.7569366858771022,0.8571428571428571,gray,gray,1.0173843915076122,0.10453000094843398
1,Ipatasertib,419217.3333333333,10074.415830872445,4,423701.5,13236.79302802105,0.63257071360495,0.6285714285714286,gray,gray,0.9894166844661473,0.03899736349181552
1,Vorinostat,388939,14365.121544908696,4,421267.25,13127.324006945717,0.035512318550995806,0.05714285714285714,orange,gray,0.9232595223103623,0.04461521445280682
1,Buparlisib,369724.3333333333,16021.550809248565,4,421452.75,13359.959764784722,0.011057653077375433,0.05714285714285714,orange,gray,0.8772616463727745,0.0471007986257756
1,Everolimus,413887.3333333333,16047.048337103412,4,427993.5,14283.717594986725,0.2926009782956908,0.4,gray,gray,0.9670411661236288,0.04947088638054699
1,Topotecan (Hydrochloride),156876,7130.730397371646,4,425030,13536.515233495904,9.101756707365071e-7,0.05714285714285714,orange,gray,0.36909394630967224,0.020485334369175906
1,Bortezomib,92973.66666666667,12845.169299520086,4,363182.25,126043.63605877398,0.022485582742418415,0.05714285714285714,orange,gray,0.2559972759314825,0.09562587476103115
1,FRAX597,388570,21318.195913350643,6,388313,8809.64560013625,0.9855848715625729,0.9047619047619047,gray,gray,1.0006618372292455,0.05940822378750107
1,Ganetespib,274564.6666666667,6106.706586477963,4,382515.5,5518.0849637049505,1.2561796237194409e-5,0.05714285714285714,orange,gray,0.7177870352094665,0.01902858291706862
1,Afatinib,307069.6666666667,8353.440987601058,4,381383.75,19915.953326834915,0.002100397876613553,0.05714285714285714,orange,gray,0.8051461727634349,0.04740798273006982
1,Volasertib,307437,2908.713117514342,4,395105.75,30287.55112115647,0.009756569001579906,0.05714285714285714,orange,gray,0.7781132013391352,0.06010027719309359
1,PF-573228,428608.3333333333,15549.350801024888,4,410530.75,16406.866070337746,0.20225670277689498,0.22857142857142856,gray,gray,1.044034663258071,0.05635220792377905
1,ART558,401138.6666666667,5506.4566949476075,4,414164,10991.069192758274,0.10067277279325523,0.11428571428571428,gray,gray,0.9685503005250738,0.028938361374863764
1,Mirin,409522.3333333333,4056.9957275468423,4,410125.25,13232.87674380241,0.9359775010360352,0.8571428571428572,gray,gray,0.9985299206360333,0.03370243651996142
1,Ferrostatin-1,188856,29559.430576382896,4,354695,110925.74778051607,0.053044079926976254,0.11428571428571428,gray,gray,0.5324461861599402,0.18620514849738148
1,Barasertib,367473.6666666667,20599.72073435301,4,294682.75,131320.4110547303,0.3506967804547609,1,gray,gray,1.247014515327642,0.5600905617056449
1,Infigratinib,374823.3333333333,7156.630794817722,6,382749.8333333333,10095.08504999669,0.22566812217322443,0.26190476190476186,gray,gray,0.9792906506817551,0.03188646790680807
1,Prexasertib,174308.33333333334,4073.539533787948,4,340919,72530.27565093077,0.01913588119655736,0.05714285714285714,orange,gray,0.5112895829605664,0.10943078934583439
1,Silmitasertib,398430.3333333333,9734.290951750587,4,345924.75,79853.91831077129,0.280686790493104,0.4,gray,gray,1.1517832515115882,0.26736478097748323
1,Olaparib,402145.3333333333,4521.344969512206,4,395372.5,28898.984693814647,0.6742257806671976,1,gray,gray,1.01713025901734,0.07521952612802506
1,T0070907,419753.3333333333,16156.551003643486,4,410421.75,14322.46320470051,0.4708554815978283,1,gray,gray,1.0227365711815548,0.053136273328221136
1,Dabrafenib,388786.6666666667,24212.56414205925,4,406525,13964.876297339693,0.3388380833338881,0.4,gray,gray,0.9563659471537216,0.06801976742850054
1,Selumetinib,414657.3333333333,17293.27361529139,4,396550.25,6717.855231892591,0.20391661575157682,0.11428571428571428,gray,gray,1.0456615103214115,0.0470697956402637
1,Y-27632,211526,14903.668810061501,4,304899.5,108262.79575643703,0.18263301044294628,0.4,gray,gray,0.6937564672949611,0.2511398184640045
1,IWR-1,395124.3333333333,12656.97247896721,4,302668.5,105705.08703463613,0.17818137159151734,0.6285714285714286,gray,gray,1.305468964670368,0.457840667535274
1,Apoptozole,255373.33333333334,4250.102626211905,5,359451.8,53525.19309353307,0.011846075259592954,0.03571428571428571,orange,orange,0.7104522312402758,0.10645060721375593
1,Gefitinib,387244.3333333333,17948.07294205518,4,315000.75,77624.2823235745,0.15863083461665026,0.22857142857142856,gray,gray,1.2293441629371782,0.30825368725069685
1,Paclitaxel,261339.33333333334,9099.979688622021,4,348583,81175.93355586781,0.11989203687217583,0.4,gray,gray,0.7497191008549853,0.17653105722756207
1,SGI-1027,413998.3333333333,12990.289616992122,4,401572.5,28527.5371819347,0.480126018946584,1,gray,gray,1.030942938904764,0.08006369801088621
1,PFK-015,403986.6666666667,5023.082154746558,4,414717,5641.631737951943,0.0477537551159909,0.05714285714285714,orange,gray,0.9741261309921384,0.017952910762779325
1,Nedisertib,328921.6666666667,38354.76416735388,4,404805,13340.267188728518,0.0649214680220716,0.05714285714285714,gray,gray,0.8125434880168642,0.09845985354893395
1,Lapatinib,398163.3333333333,5177.002060394928,4,395297.25,5787.061855265301,0.523155958870818,0.6285714285714286,gray,gray,1.0072504509791893,0.019722064858898183
1,Dinaciclib,162248,2835.7963608129553,4,353956.25,78388.76286124604,0.016253677729427516,0.05714285714285714,orange,gray,0.4583843342220967,0.10183153659618717
1,TAK-580,389620.3333333333,1795.9792129457771,4,354294.25,78683.39803870107,0.43545447301820195,0.6285714285714286,gray,gray,1.099708316839275,0.24428119778418328
1,KU-55933,331138.3333333333,30541.525540374263,3,376105.6666666667,29031.073392717215,0.13843563731304703,0.2,gray,gray,0.8804396282250466,0.10589024090681341
1,GSK2606414,392912,7970.023149276293,4,343124.25,55733.42391165885,0.17141425748112174,0.11428571428571428,gray,gray,1.1451012279079662,0.18744272142151439
1,Tipifarnib,378859.6666666667,15276.322408660186,4,349920,56515.85894832234,0.3898910747180949,0.6285714285714286,gray,gray,1.0827036655997562,0.18023549707475092
1,Axitinib,381545,16411.717186205715,4,373342.5,11566.928272738043,0.5070664158958231,0.4,gray,gray,1.0219704426900231,0.054174847418538986
1,Laduviglusib,381339.3333333333,6085.564586242868,4,382713.75,23276.10020851145,0.9161205367630496,1,gray,gray,0.996408760681667,0.06265159684373289
