,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
1,A01,153344,
1,A02,139587,
1,A03,120007,
1,A04,122635,
1,A05,118814,
1,A06,126212,
1,A07,133649,
1,A08,142805,
1,A09,128953,
1,A10,119916,
1,A11,109080,
1,A12,31683,
1,B01,152397,
1,B02,131883,
1,B03,56296,
1,B04,98781,
1,B05,93234,
1,B06,97735,
1,B07,64319,
1,B08,82006,
1,B09,121735,
1,B10,50249,
1,B11,61092,
1,B12,30483,
1,C01,156166,
1,C02,138231,
1,C03,131735,
1,C04,83309,
1,C05,94164,
1,C06,121082,
1,C07,123856,
1,C08,133517,
1,C09,121124,
1,C10,124356,
1,C11,107448,
1,C12,31698,
1,D01,147901,
1,D02,143945,
1,D03,147881,
1,D04,66337,
1,D05,124546,
1,D06,124701,
1,D07,142036,
1,D08,108383,
1,D09,113734,
1,D10,151554,
1,D11,108998,
1,D12,31560,
1,E01,38669,
1,E02,151283,
1,E03,106816,
1,E04,106648,
1,E05,100987,
1,E06,36689,
1,E07,127256,
1,E08,123610,
1,E09,92004,
1,E10,52779,
1,E11,126246,
1,E12,131148,
1,F01,36682,
1,F02,133136,
1,F03,121290,
1,F04,130577,
1,F05,102115,
1,F06,114202,
1,F07,84347,
1,F08,113965,
1,F09,121485,
1,F10,108262,
1,F11,94220,
1,F12,123966,
1,G01,34106,
1,G02,133956,
1,G03,105979,
1,G04,95848,
1,G05,108768,
1,G06,55360,
1,G07,131259,
1,G08,139968,
1,G09,106070,
1,G10,126693,
1,G11,123857,
1,G12,115946,
1,H01,34201,
1,H02,134027,
1,H03,106644,
1,H04,98850,
1,H05,117087,
1,H06,93323,
1,H07,117814,
1,H08,113504,
1,H09,136854,
1,H10,68842,
1,H11,103553,
1,H12,128032,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
2,A01,128153,
2,A02,119923,
2,A03,122237,
2,A04,121456,
2,A05,130281,
2,A06,134991,
2,A07,133300,
2,A08,147998,
2,A09,132628,
2,A10,120228,
2,A11,112074,
2,A12,31825,
2,B01,117214,
2,B02,118778,
2,B03,66222,
2,B04,98464,
2,B05,98805,
2,B06,100881,
2,B07,69985,
2,B08,80226,
2,B09,124351,
2,B10,54409,
2,B11,69217,
2,B12,30860,
2,C01,127158,
2,C02,137656,
2,C03,143780,
2,C04,86347,
2,C05,98598,
2,C06,113240,
2,C07,142349,
2,C08,149608,
2,C09,141022,
2,C10,132433,
2,C11,106123,
2,C12,31702,
2,D01,134865,
2,D02,126493,
2,D03,145132,
2,D04,75969,
2,D05,123439,
2,D06,123557,
2,D07,147412,
2,D08,126557,
2,D09,115873,
2,D10,166653,
2,D11,109919,
2,D12,31604,
2,E01,37833,
2,E02,135474,
2,E03,99340,
2,E04,106444,
2,E05,103503,
2,E06,29764,
2,E07,139900,
2,E08,132691,
2,E09,108852,
2,E10,55221,
2,E11,129106,
2,E12,127915,
2,F01,33093,
2,F02,128095,
2,F03,128457,
2,F04,126060,
2,F05,100694,
2,F06,117194,
2,F07,94696,
2,F08,133778,
2,F09,137300,
2,F10,108412,
2,F11,105739,
2,F12,125767,
2,G01,33466,
2,G02,132000,
2,G03,106883,
2,G04,88450,
2,G05,114104,
2,G06,61036,
2,G07,132049,
2,G08,149660,
2,G09,104330,
2,G10,126202,
2,G11,129666,
2,G12,138047,
2,H01,30931,
2,H02,115353,
2,H03,109141,
2,H04,100270,
2,H05,112962,
2,H06,82705,
2,H07,115702,
2,H08,111730,
2,H09,119046,
2,H10,65563,
2,H11,110203,
2,H12,129464,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
3,A01,109429,
3,A02,81851,
3,A03,150163,
3,A04,111998,
