plate,drugs,drug_avg,drug_sd,ctrl_count,ctrl_avg,ctrl_sd,ttest_pval,wilcox_pval,ttest_color,wilcox_color,drug_to_ctlr,d_t_c_SD
1,Hydroxyurea,392120.6666666667,9644.419854679354,4,385377,24805.801969163047,0.6453983052392169,0.8571428571428572,gray,gray,1.0174988820471038,0.07011247830446149
1,Tazemetostat,371889.3333333333,26572.107958032488,2,368821,8213.752370262937,0.8656838613419215,0.8,gray,gray,1.0083193021366281,0.07546449792615788
1,Pemetrexed,350034.3333333333,26022.476541123702,2,368681,8015.762471530703,0.3440743407014599,0.8,gray,gray,0.949423304518902,0.0735391383617078
1,Raloxifene (hydrochloride),336303.6666666667,24416.937181664154,2,384092.5,13779.389844982252,0.06852885175170019,0.2,gray,gray,0.8755798841858841,0.07090762675780696
1,Mifepristone,343640.6666666667,27260.465592746823,2,364305,41763.14071043987,0.6137358838781615,0.8,gray,gray,0.9432773820470943,0.13150122886180166
1,Fulvestrant,348468,34100.591182558695,2,351683.5,23913.644232947852,0.9095030265136901,1,gray,gray,0.9908568357628379,0.118074150455377
1,Enzalutamide,356199,14251.023682528916,2,368301,412.95036021294374,0.2790702854892808,0.8,gray,gray,0.9671410069481212,0.038709150563234276
1,Rucaparib,360061,12827.422227400173,2,363589.5,6250.116838907894,0.7104710596519435,0.8,gray,gray,0.990295374316365,0.039172250798425276
1,5-Fluorouracil,356504,17555.46590096657,2,371025.5,16766.208888714227,0.436819691614516,0.4,gray,gray,0.9608611807005178,0.06421933568178605
1,Gemcitabine,209435.33333333334,3149.7305175734214,6,374609.5,16089.028482167592,5.592432491508555e-7,0.023809523809523808,orange,orange,0.5590764071208374,0.025441205525986083
1,Erlotinib,341942,10217.088968977416,4,368231,4985.205311719869,0.03149537509962574,0.05714285714285714,orange,gray,0.9286073144303439,0.030461641234828352
1,Saracatinib,326979.3333333333,33191.24050609337,4,368270.75,4905.873376202583,0.16197150469819116,0.05714285714285714,gray,gray,0.8878775556661324,0.09090006633663712
1,Ipatasertib,286780.6666666667,54830.500000759916,4,374168,14661.68005380011,0.10309592336644972,0.05714285714285714,gray,gray,0.7664489391574552,0.1495857536810987
1,Vorinostat,290793,46467.95324737254,4,370310.25,28911.852568050126,0.07576636170523923,0.11428571428571428,gray,gray,0.7852685687204175,0.13966051873223415
1,Buparlisib,284780.6666666667,65113.94847752157,4,365434.75,24234.686152633927,0.1553425762276689,0.11428571428571428,gray,gray,0.7792927921240842,0.1855256593754279
1,Everolimus,317408.6666666667,37109.505983417956,4,353201,27699.60463015071,0.24068828230401942,0.11428571428571428,gray,gray,0.8986629898178847,0.12651462468038333
1,Topotecan (Hydrochloride),172142,6926.927529576154,4,347454.25,24812.409454074925,3.318824435317631e-4,0.05714285714285714,orange,gray,0.4954378885853317,0.04061050586851791
