,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
1,A01,183906,
1,A02,149349,
1,A03,137807,
1,A04,127437,
1,A05,129672,
1,A06,114700,
1,A07,128093,
1,A08,134102,
1,A09,130889,
1,A10,111192,
1,A11,129496,
1,A12,30253,
1,B01,176234,
1,B02,133382,
1,B03,49339,
1,B04,105354,
1,B05,122174,
1,B06,103618,
1,B07,113129,
1,B08,128913,
1,B09,127175,
1,B10,54344,
1,B11,50295,
1,B12,29217,
1,C01,195361,
1,C02,162240,
1,C03,164227,
1,C04,80096,
1,C05,99488,
1,C06,124011,
1,C07,143699,
1,C08,147740,
1,C09,158834,
1,C10,119540,
1,C11,139635,
1,C12,29824,
1,D01,188682,
1,D02,162084,
1,D03,155122,
1,D04,59377,
1,D05,131203,
1,D06,120440,
1,D07,148074,
1,D08,138756,
1,D09,127511,
1,D10,109458,
1,D11,128114,
1,D12,30791,
1,E01,30849,
1,E02,162330,
1,E03,147985,
1,E04,126510,
1,E05,117604,
1,E06,130769,
1,E07,143757,
1,E08,144072,
1,E09,125241,
1,E10,54168,
1,E11,109026,
1,E12,143809,
1,F01,32879,
1,F02,150574,
1,F03,135129,
1,F04,133536,
1,F05,134014,
1,F06,134534,
1,F07,128415,
1,F08,137687,
1,F09,153637,
1,F10,141895,
1,F11,133596,
1,F12,147392,
1,G01,31709,
1,G02,139492,
1,G03,140808,
1,G04,128447,
1,G05,125321,
1,G06,66770,
1,G07,138506,
1,G08,155741,
1,G09,123517,
1,G10,141374,
1,G11,135895,
1,G12,149236,
1,H01,30321,
1,H02,130221,
1,H03,139516,
1,H04,115043,
1,H05,118757,
1,H06,102791,
1,H07,131876,
1,H08,143955,
1,H09,156301,
1,H10,78583,
1,H11,139726,
1,H12,148938,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
2,A01,147243,
2,A02,158716,
2,A03,139628,
2,A04,144025,
2,A05,147547,
2,A06,147549,
2,A07,145393,
2,A08,152340,
2,A09,151752,
2,A10,92860,
2,A11,136355,
2,A12,31016,
2,B01,142446,
2,B02,150405,
2,B03,59756,
2,B04,129502,
2,B05,138892,
2,B06,130171,
2,B07,153214,
2,B08,143697,
2,B09,143627,
2,B10,54557,
2,B11,53225,
2,B12,30262,
2,C01,151920,
2,C02,164854,
2,C03,156505,
2,C04,90406,
2,C05,107049,
2,C06,152183,
2,C07,167124,
2,C08,165748,
2,C09,169970,
2,C10,96491,
2,C11,137679,
2,C12,31361,
2,D01,151916,
2,D02,159960,
2,D03,163652,
2,D04,78251,
2,D05,159238,
2,D06,159853,
2,D07,169600,
2,D08,162080,
2,D09,145981,
2,D10,114663,
2,D11,142556,
2,D12,31784,
2,E01,31484,
2,E02,166688,
2,E03,155644,
2,E04,151386,
2,E05,123081,
2,E06,169743,
2,E07,178704,
2,E08,177919,
2,E09,145077,
2,E10,59205,
2,E11,113715,
2,E12,151582,
2,F01,31933,
2,F02,152634,
2,F03,143859,
2,F04,153848,
2,F05,156083,
2,F06,162946,
2,F07,277069,
2,F08,162626,
2,F09,170468,
2,F10,166816,
2,F11,132255,
2,F12,158043,
2,G01,31128,
2,G02,145512,
2,G03,145020,
2,G04,149513,
2,G05,145061,
2,G06,86165,
2,G07,159099,
2,G08,160919,
2,G09,131129,
2,G10,154556,
2,G11,151527,
2,G12,156890,
2,H01,30590,
2,H02,141790,
2,H03,146294,
2,H04,131712,
2,H05,140944,
2,H06,124005,
2,H07,143473,
2,H08,154548,
2,H09,173637,
2,H10,76378,
2,H11,141997,
2,H12,147269,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
3,A01,156821,
3,A02,144674,
3,A03,145647,
3,A04,151644,
