,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
1,A01,166141,
1,A02,136133,
1,A03,124879,
1,A04,115182,
1,A05,118237,
1,A06,104061,
1,A07,114543,
1,A08,119965,
1,A09,119208,
1,A10,101198,
1,A11,119461,
1,A12,29388,
1,B01,157152,
1,B02,119135,
1,B03,46463,
1,B04,94092,
1,B05,109822,
1,B06,96113,
1,B07,100550,
1,B08,116344,
1,B09,117706,
1,B10,50810,
1,B11,47722,
1,B12,28437,
1,C01,172685,
1,C02,146435,
1,C03,147572,
1,C04,70921,
1,C05,87904,
1,C06,110138,
1,C07,126344,
1,C08,132910,
1,C09,142106,
1,C10,108102,
1,C11,123486,
1,C12,28984,
1,D01,164173,
1,D02,144474,
1,D03,136476,
1,D04,55462,
1,D05,120427,
1,D06,111112,
1,D07,136340,
1,D08,127866,
1,D09,114815,
1,D10,99157,
1,D11,116700,
1,D12,29885,
1,E01,29622,
1,E02,143897,
1,E03,135223,
1,E04,119621,
1,E05,106063,
1,E06,118488,
1,E07,130870,
1,E08,129753,
1,E09,112101,
1,E10,50555,
1,E11,98282,
1,E12,132979,
1,F01,32306,
1,F02,135996,
1,F03,124175,
1,F04,121525,
1,F05,122943,
1,F06,122746,
1,F07,115483,
1,F08,126726,
1,F09,138167,
1,F10,128757,
1,F11,121345,
1,F12,134974,
1,G01,30647,
1,G02,123018,
1,G03,129127,
1,G04,117202,
1,G05,115824,
1,G06,61564,
1,G07,127314,
1,G08,141467,
1,G09,110418,
1,G10,127484,
1,G11,123537,
1,G12,135307,
1,H01,29386,
1,H02,117551,
1,H03,128112,
1,H04,104655,
1,H05,107376,
1,H06,94792,
1,H07,117596,
1,H08,130855,
1,H09,141658,
1,H10,72351,
1,H11,124558,
1,H12,135419,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
2,A01,140278,
2,A02,142841,
2,A03,123472,
2,A04,128316,
2,A05,129939,
2,A06,130472,
2,A07,127686,
2,A08,134043,
2,A09,137160,
2,A10,84465,
2,A11,122896,
2,A12,30010,
2,B01,128941,
2,B02,129375,
2,B03,53464,
2,B04,113255,
2,B05,122615,
2,B06,116342,
2,B07,136248,
2,B08,129907,
2,B09,129150,
2,B10,51037,
2,B11,50052,
2,B12,29326,
2,C01,132644,
2,C02,145829,
2,C03,137328,
2,C04,80152,
2,C05,95456,
2,C06,135020,
2,C07,150573,
2,C08,148136,
2,C09,153713,
2,C10,86080,
2,C11,118282,
2,C12,30418,
2,D01,131798,
2,D02,138651,
2,D03,143873,
2,D04,71797,
2,D05,143498,
2,D06,139624,
2,D07,150661,
2,D08,145494,
2,D09,129065,
2,D10,102644,
2,D11,127186,
2,D12,30581,
2,E01,30160,
2,E02,144881,
2,E03,139351,
2,E04,138155,
2,E05,110794,
2,E06,154685,
2,E07,158000,
2,E08,161022,
2,E09,129098,
2,E10,53990,
2,E11,102549,
2,E12,138568,
2,F01,31414,
2,F02,138261,
2,F03,129381,
2,F04,140116,
2,F05,141467,
2,F06,146018,
2,F07,247957,
2,F08,144004,
2,F09,151637,
2,F10,148404,
2,F11,120782,
2,F12,144411,
2,G01,29837,
2,G02,129281,
2,G03,130800,
2,G04,138056,
2,G05,129922,
2,G06,77805,
2,G07,145238,
2,G08,146233,
2,G09,117123,
2,G10,138141,
2,G11,136970,
2,G12,141928,
2,H01,29759,
2,H02,128506,
2,H03,132479,
2,H04,118728,
2,H05,126000,
2,H06,112860,
2,H07,128049,
2,H08,138575,
2,H09,155170,
2,H10,69306,
2,H11,128434,
2,H12,133239,

,,PltRpt=1 Group=1 Tim_CTB(1) De=1st Ex=Top Em=Top Wdw=N/A (14),
Plate,Well,Signal,
3,A01,151060,
3,A02,137865,
3,A03,133528,
3,A04,141194,
