plate,drugs,drug_avg,drug_sd,ctrl_count,ctrl_avg,ctrl_sd,ttest_pval,wilcox_pval,ttest_color,wilcox_color,drug_to_ctlr,d_t_c_SD
1,Hydroxyurea,577612.53125,73442.44753221709,4,593354.21875,29138.948489195514,0.7531911528617241,0.8571428571428572,gray,gray,0.9734699998709666,0.132686383886458
1,Tazemetostat,541782.8333333334,75274.98186656735,2,542196.875,18229.566372379788,0.9934353158178955,0.8,gray,gray,0.9992363628678852,0.14284038842255573
1,Pemetrexed,512885.5208333333,55238.189523669804,2,539817.625,14864.798754103602,0.4942058014166475,0.8,gray,gray,0.9501088832239097,0.10561919094040863
1,Raloxifene (hydrochloride),461066.71875,69716.71773169097,2,551452.5625,1589.4876557597106,0.15372213287273995,0.2,gray,gray,0.8360949791578854,0.1264467478821433
1,Mifepristone,510716.4583333333,68694.15965001544,2,558774.21875,8764.897912024026,0.34905886652233575,0.8,gray,gray,0.9139943132591661,0.12377039318604245
1,Fulvestrant,477874.1875,99876.69004528217,2,565563.09375,836.0211862316199,0.2677139401515149,0.8,gray,gray,0.844952919985331,0.17660131856671668
1,Enzalutamide,504971.25,30932.170051402263,2,561810.3125,6143.255326601076,0.07902950431289116,0.2,gray,gray,0.8988287305601924,0.055928397426974356
1,Rucaparib,507076.0729166667,34982.533704815156,2,555408.25,2910.628288059126,0.13771164719749004,0.2,gray,gray,0.9129790076338742,0.06316671930658814
1,5-Fluorouracil,528713.0416666666,24505.975172229468,2,554960.125,2276.8838354206832,0.20343589445043353,0.8,gray,gray,0.9527045599297186,0.04433074066033407
1,Gemcitabine,255306.65625,9946.031249754535,6,608349.53125,34318.87358980546,2.0740324954101805e-7,0.023809523809523808,orange,orange,0.41967100019853926,0.028771497787699798
1,Erlotinib,444216.4375,51488.23301660171,4,578586.859375,55129.1131467279,0.023684646554329367,0.05714285714285714,orange,gray,0.7677610203243306,0.11519840756601622
1,Saracatinib,554453.6354166666,31777.726412498287,4,575508.4375,52288.27151688951,0.5394735936828219,0.8571428571428571,gray,gray,0.9634153025196379,0.10349260396292875
1,Ipatasertib,487811.53125,83877.18307610376,4,585346.53125,46155.974763270424,0.1694128997917179,0.22857142857142856,gray,gray,0.8333722080974576,0.1576441672727966
1,Vorinostat,481908.6666666667,62938.47566753476,4,577290.6875,22605.766032339056,0.1086540747626337,0.05714285714285714,gray,gray,0.8347764429625701,0.11381891625999034
1,Buparlisib,509772.5520833333,65232.17158910773,4,567348.96875,27177.142979197037,0.26190148140907366,0.4,gray,gray,0.8985167509980309,0.12276909952403384
1,Everolimus,551413.6458333334,28020.185274576874,4,571065.984375,37938.19405976781,0.4663071383698118,1,gray,gray,0.9655865712905751,0.08076171130448262
1,Topotecan (Hydrochloride),238437.88541666666,20125.371928970115,4,564493.1484375,43065.645922924545,9.533034229160424e-5,0.05714285714285714,orange,gray,0.4223928777110148,0.04805730144972254
1,Bortezomib,216786.3125,12198.82336886295,4,575370.5078125,64348.83101870774,0.0010929596368436253,0.05714285714285714,orange,gray,0.3767768934215962,0.04717149862243103
1,FRAX597,567297.625,61854.35017391663,6,621700.03125,35212.67535152803,0.26285772889701353,0.26190476190476186,gray,gray,0.9124941233465637,0.11211534802950082
